k nbComp temps
346 475000 0.006606
345 475000 0.005248
344 475000 0.005203
343 475000 0.005137
342 475000 0.005178
341 475000 0.005157
340 475000 0.005143
339 475000 0.005109
338 475000 0.006911
337 475000 0.005453
336 475000 0.005216
335 475000 0.005123
334 475000 0.005112
333 475000 0.005164
332 475000 0.005136
331 475000 0.00513
330 475000 0.006069
329 475000 0.006437
328 475000 0.005202
327 475000 0.005111
326 475000 0.005135
325 475000 0.005114
324 475000 0.005118
323 475000 0.005157
322 475000 0.005575
321 475000 0.006578
320 475000 0.005232
319 475000 0.005172
318 475000 0.005144
317 475000 0.00513
316 475000 0.005086
315 475000 0.005058
314 475000 0.005138
313 475000 0.006796
312 475000 0.00548
311 475000 0.005242
310 475000 0.00514
309 475000 0.005076
308 475000 0.005161
307 475000 0.00506
306 475000 0.005083
305 475000 0.005978
304 475000 0.006445
303 475000 0.005215
302 475000 0.005105
301 475000 0.005072
300 475000 0.00507
299 475000 0.005135
298 475000 0.005111
297 475000 0.005535
296 475000 0.006667
295 475000 0.005176
294 475000 0.00513
293 475000 0.005095
292 475000 0.005043
291 475000 0.005084
290 475000 0.005052
289 475000 0.005094
288 475000 0.006811
287 475000 0.005622
286 475000 0.005148
285 475000 0.005091
284 475000 0.005039
283 475000 0.005112
282 475000 0.005061
281 475000 0.005052
280 475000 0.006032
279 475000 0.00641
278 475000 0.005192
277 475000 0.005138
276 475000 0.005059
275 475000 0.005066
274 475000 0.005149
273 475000 0.005065
272 475000 0.005459
271 475000 0.006742
270 475000 0.005285
269 475000 0.005159
268 475000 0.005097
267 475000 0.005077
266 475000 0.005118
265 475000 0.005094
264 475000 0.005141
263 475000 0.006823
262 475000 0.005618
261 475000 0.005248
260 475000 0.00511
259 475000 0.005156
258 475000 0.005167
257 475000 0.005111
256 475000 0.005078
255 475000 0.006015
254 475000 0.006265
253 475000 0.005188
252 475000 0.005083
251 475000 0.005067
250 475000 0.005066
249 475000 0.005153
248 475000 0.005059
247 475000 0.005555
246 475000 0.006621
245 475000 0.005182
244 475000 0.005142
243 475000 0.005083
242 475000 0.005039
241 475000 0.005069
240 475000 0.005081
239 475000 0.005064
238 475000 0.006803
237 475000 0.005677
236 475000 0.005171
235 475000 0.00505
234 475000 0.005053
233 475000 0.005147
232 475000 0.005048
231 475000 0.005029
230 475000 0.005997
229 475000 0.006318
228 475000 0.005187
227 475000 0.005093
226 475000 0.005039
225 475000 0.005018
224 475000 0.0051
223 475000 0.005003
222 475000 0.005034
221 475000 0.006718
220 475000 0.005417
219 475000 0.005168
218 475000 0.005114
217 475000 0.005064
216 475000 0.00505
215 475000 0.005088
214 475000 0.005017
213 475000 0.005519
212 475000 0.006517
211 475000 0.005093
210 475000 0.005115
209 475000 0.005074
208 475000 0.005056
207 475000 0.005005
206 475000 0.004999
205 475000 0.005038
204 475000 0.006728
203 475000 0.005588
202 475000 0.005147
201 475000 0.005031
200 475000 0.00501
199 475000 0.005084
198 475000 0.005013
197 475000 0.005037
196 475000 0.005562
195 475000 0.006479
194 475000 0.00506
193 475000 0.005063
192 475000 0.005011
191 475000 0.00503
190 475000 0.005066
189 475000 0.005004
188 475000 0.005008
187 475000 0.006697
186 475000 0.005582
185 475000 0.005122
184 475000 0.005038
183 475000 0.005035
182 475000 0.005013
181 475000 0.005005
180 475000 0.005018
179 475000 0.00545
178 475000 0.006562
177 475000 0.005096
176 475000 0.005041
175 475000 0.004995
174 475000 0.005046
173 475000 0.005024
172 475000 0.004991
171 475000 0.005005
170 475000 0.006427
169 475000 0.005627
168 475000 0.00509
167 475000 0.005005
166 475000 0.004988
165 475000 0.005026
164 475000 0.005014
163 475000 0.005004
162 475000 0.005427
161 475000 0.006408
160 475000 0.005018
159 475000 0.005001
158 475000 0.005003
157 475000 0.004959
156 475000 0.004991
155 475000 0.005004
154 475000 0.004959
153 475000 0.006398
152 475000 0.005706
151 475000 0.005063
150 475000 0.005001
149 475000 0.005007
148 475000 0.004992
147 475000 0.004933
146 475000 0.004969
145 475000 0.005449
144 475000 0.006409
143 475000 0.005066
142 475000 0.005031
141 475000 0.00493
140 475000 0.004959
139 475000 0.004997
138 475000 0.004894
137 475000 0.004938
136 475000 0.00643
135 475000 0.00565
134 475000 0.005069
133 475000 0.004941
132 475000 0.00496
131 475000 0.004911
130 475000 0.004949
129 475000 0.004935
128 475000 0.005366
127 475000 0.006483
126 475000 0.005237
125 475000 0.005252
124 475000 0.005163
123 475000 0.004964
122 475000 0.005161
121 475000 0.004925
120 475000 0.004954
119 475000 0.006269
118 475000 0.005525
117 475000 0.005029
116 475000 0.004945
115 475000 0.004936
114 475000 0.004954
113 475000 0.004936
112 475000 0.004926
111 475000 0.005202
110 475000 0.006536
109 475000 0.005038
108 475000 0.004967
107 475000 0.004952
106 475000 0.004969
105 475000 0.004973
104 475000 0.004974
103 475000 0.004877
102 475000 0.006123
101 475000 0.005744
100 475000 0.005055
99 475000 0.004925
98 475000 0.004945
97 475000 0.004917
96 475000 0.00496
95 475000 0.004906
94 475000 0.005243
93 475000 0.006606
92 475000 0.005113
91 475000 0.004997
90 475000 0.004907
89 475000 0.004913
88 475000 0.004997
87 475000 0.004929
86 475000 0.004877
85 475000 0.006094
84 475000 0.005725
83 475000 0.005047
82 475000 0.004958
81 475000 0.004915
